station_id,von_datum,bis_datum,geoBreite,geoLaenge
15190,20180701,20250611,51.6802,6.4349
15194,20240401,20250611,52.0688,10.6245
15200,20130601,20250611,51.2531,7.2157
15207,20131101,20250611,51.2835,9.3590
15214,20131101,20250611,47.6248,10.8075
15444,20140901,20250611,48.4418,9.9216
15520,20150901,20250611,47.8190,12.2956
15526,18910101,19351231,53.5467,9.9716
15547,20161001,20250611,49.1259,9.1428
15555,20160501,20250611,47.8761,10.5849
15801,20201001,20250611,48.8257,13.5922
15813,20220301,20250611,52.5126,7.4131
15911,20210601,20250611,51.1347,14.4344
15926,19510101,19551020,49.3410,12.1330
15951,19760401,20040831,49.2121,7.5882
15963,19540101,20041130,51.3258,6.5089
15964,18870701,19550710,51.3300,6.5600
15965,19690501,19840831,50.3102,9.7838
15976,20200402,20250611,49.9529,8.2107
15978,20200402,20250611,49.5044,7.8618
15979,19480101,19790331,49.9311,7.5153
16085,19600701,19611231,53.5874,8.6011
19087,19570501,19951130,48.8049,13.5528
19171,20200901,20250611,54.0039,9.8555
19172,20200901,20250611,54.0246,9.3880
19207,20230401,20250611,53.8178,12.0645
19243,20240101,20250611,54.6831,8.4721
19317,19740101,19810630,48.2333,11.5667
19318,19461101,19781231,50.7180,10.4310
19364,19371201,19771231,50.6167,10.8167
19378,19580101,19771231,50.8333,10.5833
19406,19450301,19610930,51.0833,11.6333
19433,19380401,19611231,50.8188,10.3443
19510,19500101,19710106,51.1000,12.3300
19576,20230901,20230908,49.8044,8.8582
19579,19710101,20051031,47.8194,8.3348
19580,19750101,20051231,48.4951,9.4003
19581,19740601,20050331,48.6671,8.4700
19582,19510101,20010831,48.1419,8.4255
19607,19720501,20010430,50.6952,13.4972
19617,19410101,20061231,49.7391,10.6039
19631,18810601,19691231,50.8083,10.2294
19647,19510101,20051031,49.4547,8.9794
19774,19710819,19940228,51.4814,10.8057
19781,19410101,19531231,48.7429,11.4233
19794,19470101,19541231,49.4415,11.8529
19831,19490101,19950331,48.5957,8.7290
19856,20240801,20250611,47.6134,12.9819
19911,19631101,19860930,50.9625,10.0663
19985,19810101,20031231,48.8457,8.9073
19989,19360101,20120630,50.0681,8.2603
20007,18820101,19151231,50.8422,12.8770
20098,20250401,20250611,48.5651,8.2284
